time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
16/10/2014 16.00,S41.T089,S284.T17,34.032,46.756,45.915,45.147,45.939,46.977,48.95,49.742,58.348
16/10/2014 17.00,S41.T090,S284.T18,41.531,46.756,45.915,41.286,46.204,46.977,48.033,49.742,58.348
16/10/2014 18.00,S41.T091,S284.T19,35.652,46.548,45.915,35.567,45.939,46.977,38.413,49.742,58.348
16/10/2014 19.00,S41.T092,S284.T20,35.19,46.548,45.915,34.662,45.939,46.977,38.126,49.742,58.348
16/10/2014 20.00,S41.T093,S284.T21,33.761,46.548,45.915,34.267,45.939,46.977,38.126,49.742,58.348
16/10/2014 21.00,S41.T094,S284.T22,33.761,46.548,45.915,33.437,45.939,46.977,38.126,49.742,58.348
16/10/2014 22.00,S41.T095,S284.T23,33.761,46.548,45.915,33.437,45.939,46.977,38.126,49.742,58.348
16/10/2014 23.00,S41.T096,S284.T24,33.761,46.548,45.915,33.437,45.939,46.977,38.126,49.742,58.348
17/10/2014 00.00,S41.T097,S285.T01,34.194,44.355,45.833,32.637,15.032,14.364,33.174,44.758,42.045
17/10/2014 01.00,S41.T098,S285.T02,34.194,44.355,45.833,32.609,15.032,14.364,33.285,44.794,42.048
17/10/2014 02.00,S41.T099,S285.T03,34.194,44.355,45.833,32.607,15.032,14.364,33.513,45.443,42.075
17/10/2014 03.00,S41.T100,S285.T04,34.194,44.355,45.833,32.609,15.032,14.364,33.507,45.443,42.075
17/10/2014 04.00,S41.T101,S285.T05,34.194,44.355,45.833,32.905,15.063,14.364,34.312,46.344,42.274
17/10/2014 05.00,S41.T102,S285.T06,35.777,44.355,45.833,34.398,15.255,14.364,36.707,46.973,42.548
17/10/2014 06.00,S41.T103,S285.T07,39.981,43.026,44.522,39.281,15.361,14.352,44.946,46.765,42.508
17/10/2014 07.00,S41.T104,S285.T08,44.458,43.026,44.522,35.172,14.772,14.043,38.854,46.189,41.854
17/10/2014 08.00,S41.T105,S285.T09,34.882,32.837,43.668,34.064,14.429,13.871,35.96,45.594,41.578
17/10/2014 09.00,S41.T106,S285.T10,32.607,32.002,41.948,33.605,13.479,13.783,34.057,45.102,41.578
17/10/2014 10.00,S41.T107,S285.T11,33.315,32.111,41.948,33.733,12.863,11.055,29.308,43.489,39.135
17/10/2014 11.00,S41.T108,S285.T12,32.071,33.008,44.196,33.504,12.424,11.055,25.173,41.957,39.135
17/10/2014 12.00,S41.T109,S285.T13,32.071,33.223,44.764,33.099,12.424,11.055,24.518,41.127,39.135
17/10/2014 13.00,S41.T110,S285.T14,32.874,33.41,45.311,32.609,13.657,13.763,24.226,40.455,41.239
17/10/2014 14.00,S41.T111,S285.T15,33.152,33.763,45.379,32.612,13.657,13.902,22.515,33.708,41.239
17/10/2014 15.00,S41.T112,S285.T16,34.194,34.372,45.833,31.988,14.511,14.147,21.462,33.273,41.45
17/10/2014 16.00,S41.T113,S285.T17,34.389,44.355,45.833,31.352,14.848,14.312,21.368,33.524,41.835
17/10/2014 17.00,S41.T114,S285.T18,35.543,46.114,45.833,24.521,14.636,14.312,21.368,33.524,41.835
17/10/2014 18.00,S41.T115,S285.T19,35.282,46.114,45.833,24.226,14.636,14.312,20.903,33.524,41.835
17/10/2014 19.00,S41.T116,S285.T20,34.241,45.161,45.833,23.335,14.636,14.312,20.903,33.524,41.835
17/10/2014 20.00,S41.T117,S285.T21,34.241,44.553,45.833,23.14,14.636,14.312,20.903,33.524,41.835
17/10/2014 21.00,S41.T118,S285.T22,34.194,44.355,45.833,23.14,14.636,14.312,20.903,33.524,41.835
17/10/2014 22.00,S41.T119,S285.T23,34.194,44.355,45.833,23.14,14.636,14.312,20.903,33.524,41.835
17/10/2014 23.00,S41.T120,S285.T24,34.194,44.355,45.833,23.14,14.636,14.312,20.903,33.524,41.835
18/10/2014 00.00,S41.T121,S286.T01,25.494,18.129,4.862,23.991,18.421,18.833,31.612,45.946,46.598
18/10/2014 01.00,S41.T122,S286.T02,25.494,18.129,4.861,23.991,18.421,18.833,31.612,45.946,46.598
18/10/2014 02.00,S41.T123,S286.T03,24.385,17.979,4.859,23.991,18.421,18.833,31.612,45.946,46.598
18/10/2014 03.00,S41.T124,S286.T04,24.344,17.831,4.842,23.991,18.421,18.833,31.612,45.946,46.598
18/10/2014 04.00,S41.T125,S286.T05,23.795,17.489,4.839,23.991,18.421,18.833,31.612,45.946,46.598
18/10/2014 05.00,S41.T126,S286.T06,20.601,15.557,4.746,23.991,18.421,18.833,31.612,45.989,46.598
18/10/2014 06.00,S41.T127,S286.T07,19.531,15.055,4.73,25.316,18.421,18.833,33.056,46.042,46.598
18/10/2014 07.00,S41.T128,S286.T08,19.234,13.668,4.619,22.406,16.771,18.833,35.549,44.677,45.927
18/10/2014 08.00,S41.T129,S286.T09,14.881,10.154,3.923,20.394,10.997,18.173,32.518,44.233,44.014
18/10/2014 09.00,S41.T130,S286.T10,12.888,3.981,3.438,20.187,9.965,16.305,34.212,44.448,44.04
18/10/2014 10.00,S41.T131,S286.T11,13.501,3.981,3.438,20.695,11.868,16.305,31.839,44.448,44.04
18/10/2014 11.00,S41.T132,S286.T12,12.002,3.968,3.438,20.568,12.179,16.305,32.099,44.59,44.297
18/10/2014 12.00,S41.T133,S286.T13,9.66,3.968,3.438,21.281,12.966,16.667,32.466,45.649,45.087
18/10/2014 13.00,S41.T134,S286.T14,9.66,3.968,3.438,24.414,17.47,18.674,32.995,45.896,45.955
18/10/2014 14.00,S41.T135,S286.T15,8.622,3.968,3.769,25.081,18.421,18.76,34.834,45.989,46.598
18/10/2014 15.00,S41.T136,S286.T16,8.434,11.051,4.594,30.878,19.167,18.833,35.097,46.221,46.598
18/10/2014 16.00,S41.T137,S286.T17,8.434,11.039,4.594,35.55,19.819,19.055,36.472,46.702,46.956
18/10/2014 17.00,S41.T138,S286.T18,8.434,11.004,4.594,35.903,20.521,18.873,37.765,46.098,46.956
18/10/2014 18.00,S41.T139,S286.T19,8.434,11.004,4.594,35.903,20.279,18.833,35.269,46.056,46.598
18/10/2014 19.00,S41.T140,S286.T20,8.434,11.004,4.594,35.274,19.399,18.833,34.086,45.946,46.598
18/10/2014 20.00,S41.T141,S286.T21,8.434,11.004,4.594,30.798,18.954,18.833,33.968,45.946,46.598
18/10/2014 21.00,S41.T142,S286.T22,8.434,11.004,4.594,27.536,18.932,18.833,33.968,45.946,46.598
18/10/2014 22.00,S41.T143,S286.T23,8.434,11.004,4.594,25.11,18.932,18.833,33.968,45.946,46.598
18/10/2014 23.00,S41.T144,S286.T24,8.434,11.004,4.594,25.11,18.932,18.833,33.968,45.946,46.598
19/10/2014 00.00,S41.T145,S287.T01,4.618,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 01.00,S41.T146,S287.T02,4.685,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 02.00,S41.T147,S287.T03,4.685,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 03.00,S41.T148,S287.T04,4.685,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 04.00,S41.T149,S287.T05,4.685,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 05.00,S41.T150,S287.T06,4.685,3.77,3.747,30.807,17.385,14.998,33.128,44.369,52.875
19/10/2014 06.00,S41.T151,S287.T07,4.685,3.77,3.747,30.807,17.385,14.998,33.629,44.369,52.875
19/10/2014 07.00,S41.T152,S287.T08,7.051,3.77,3.747,30.807,16.022,14.998,33.629,44.095,52.875
19/10/2014 08.00,S41.T153,S287.T09,4.101,3.659,3.646,25.267,8.812,13.467,31.66,40.507,50.765
19/10/2014 09.00,S41.T154,S287.T10,3.581,1.992,3.274,15.031,5.661,11.916,26.732,20.939,42.12
19/10/2014 10.00,S41.T155,S287.T11,3.59,1.992,3.274,17.182,6.021,11.916,24.992,20.869,42.12
19/10/2014 11.00,S41.T156,S287.T12,3.59,1.992,3.274,17.182,6.021,11.916,24.992,20.869,42.12
19/10/2014 12.00,S41.T157,S287.T13,3.624,1.997,3.274,19.861,7.06,11.916,24.992,20.869,42.745
19/10/2014 13.00,S41.T158,S287.T14,3.715,1.997,3.276,25.267,12.216,13.953,29.702,27.276,44.718
19/10/2014 14.00,S41.T159,S287.T15,4.708,3.678,3.449,30.977,16.063,14.644,32.448,43.329,50.765
19/10/2014 15.00,S41.T160,S287.T16,4.742,3.77,3.747,32.895,17.385,14.998,33.699,44.332,52.813
19/10/2014 16.00,S41.T161,S287.T17,5.3,3.77,3.747,37.421,17.579,15.064,39.114,44.477,52.875
19/10/2014 17.00,S41.T162,S287.T18,6.665,3.78,3.747,37.421,17.578,15.064,39.062,44.369,52.875
19/10/2014 18.00,S41.T163,S287.T19,5.971,3.78,3.747,37.027,17.385,15.064,37.426,44.369,52.875
19/10/2014 19.00,S41.T164,S287.T20,5.422,3.778,3.747,33.935,17.385,14.998,33.678,44.369,52.875
19/10/2014 20.00,S41.T165,S287.T21,5.374,3.77,3.747,32.948,17.385,14.998,33.629,44.369,52.875
19/10/2014 21.00,S41.T166,S287.T22,5.157,3.77,3.747,32.998,17.385,14.998,33.629,44.369,52.875
19/10/2014 22.00,S41.T167,S287.T23,4.618,3.77,3.747,34.142,17.385,14.998,33.678,44.369,52.875
19/10/2014 23.00,S41.T168,S287.T24,4.618,3.77,3.747,32.828,17.385,14.998,34.13,44.369,52.875
20/10/2014 00.00,S42.T001,S288.T01,22.577,17.643,4.178,32.546,25.95,15.524,42.551,50.517,51.536
20/10/2014 01.00,S42.T002,S288.T02,22.577,17.643,4.178,32.546,25.95,15.524,42.551,50.517,51.536
20/10/2014 02.00,S42.T003,S288.T03,22.577,17.643,4.178,32.546,25.95,15.524,42.551,50.517,51.536
20/10/2014 03.00,S42.T004,S288.T04,22.577,17.643,4.178,32.546,25.95,15.524,42.551,50.517,51.536
20/10/2014 04.00,S42.T005,S288.T05,22.577,17.643,4.178,32.546,25.95,15.524,42.551,50.517,51.536
20/10/2014 05.00,S42.T006,S288.T06,22.577,17.643,4.178,33.139,25.95,15.524,49.23,50.518,51.536
20/10/2014 06.00,S42.T007,S288.T07,23.647,17.459,3.715,36.537,26.107,15.182,70.297,50.879,45.43
20/10/2014 07.00,S42.T008,S288.T08,33.659,14.382,3.688,43.208,23.749,14.412,45.916,49.859,44.863
20/10/2014 08.00,S42.T009,S288.T09,28.09,8.203,3.61,33.481,21.575,13.188,33.962,48.195,42.128
20/10/2014 09.00,S42.T010,S288.T10,23.272,6.273,3.348,33.107,22.187,13.03,33.61,47.693,42.128
20/10/2014 10.00,S42.T011,S288.T11,22.478,5.88,3.348,32.439,23.282,13.03,32.905,47.463,42.712
20/10/2014 11.00,S42.T012,S288.T12,22.478,5.88,3.348,31.802,22.26,13.03,31.88,47.52,43.122
20/10/2014 12.00,S42.T013,S288.T13,22.702,5.899,3.348,31.735,22.26,14.594,31.88,47.941,44.057
20/10/2014 13.00,S42.T014,S288.T14,23.775,5.939,3.596,31.735,24.117,14.995,33.61,48.647,44.139
20/10/2014 14.00,S42.T015,S288.T15,25.878,8.784,3.67,32.65,25.285,15.222,38.168,49.566,44.379
20/10/2014 15.00,S42.T016,S288.T16,26.599,17.138,4.151,32.668,25.95,15.38,47.79,50.387,45.398
20/10/2014 16.00,S42.T017,S288.T17,29.499,18.198,4.178,35.143,25.95,15.524,59.403,52.347,58.265
20/10/2014 17.00,S42.T018,S288.T18,32.834,19.228,4.178,38.11,26.02,15.524,54.726,52.347,51.536
20/10/2014 18.00,S42.T019,S288.T19,32.834,18.853,4.178,33.619,25.95,15.524,54.726,50.54,51.536
20/10/2014 19.00,S42.T020,S288.T20,30.513,18.853,4.178,33.619,25.95,15.524,48.578,50.568,51.536
20/10/2014 20.00,S42.T021,S288.T21,28.705,18.255,4.178,33.295,25.95,15.524,44.976,50.517,51.536
20/10/2014 21.00,S42.T022,S288.T22,30.513,18.255,4.178,31.827,25.95,15.524,48.709,50.517,51.536
20/10/2014 22.00,S42.T023,S288.T23,25.832,18.206,4.178,31.827,25.95,15.524,52.083,50.517,51.536
20/10/2014 23.00,S42.T024,S288.T24,25.03,18.32,4.178,31.827,25.95,15.524,51.701,50.517,51.536
21/10/2014 00.00,S42.T025,S289.T01,23.944,17.096,13.671,24.922,21.27,17.036,38.436,45.94,46.221
21/10/2014 01.00,S42.T026,S289.T02,23.944,17.175,13.671,24.922,21.27,17.036,38.436,45.94,46.221
21/10/2014 02.00,S42.T027,S289.T03,23.944,17.175,13.671,24.922,21.27,17.036,37.192,45.94,46.221
21/10/2014 03.00,S42.T028,S289.T04,24.051,17.147,13.588,24.922,21.27,17.036,36.514,45.94,46.221
21/10/2014 04.00,S42.T029,S289.T05,24.231,17.096,13.588,24.922,21.27,17.036,38.01,46.059,46.221
21/10/2014 05.00,S42.T030,S289.T06,25.656,17.096,13.588,25.248,21.665,17.036,44.665,46.495,46.221
21/10/2014 06.00,S42.T031,S289.T07,33.882,16.451,13.259,31.917,21.818,16.928,80.954,56.46,45.695
21/10/2014 07.00,S42.T032,S289.T08,40.108,16.046,13.088,39.033,18.246,16.5,44.665,45.729,44.815
21/10/2014 08.00,S42.T033,S289.T09,30.45,15.725,12.76,30.884,16.943,16.221,35.9,44.43,43.795
21/10/2014 09.00,S42.T034,S289.T10,27.98,14.854,12.379,29.618,13.353,13.553,35.029,44.247,44.011
21/10/2014 10.00,S42.T035,S289.T11,27.98,8.605,12.42,28.424,12.595,13.553,34.541,44.203,43.421
21/10/2014 11.00,S42.T036,S289.T12,22.89,6.239,11.415,26.402,12.595,13.553,33.36,44.728,42.969
21/10/2014 12.00,S42.T037,S289.T13,21.804,6.239,9.692,27.286,12.595,15.816,33.052,44.728,42.969
21/10/2014 13.00,S42.T038,S289.T14,20.594,6.239,9.692,28.052,13.479,16.416,33.597,44.728,42.969
21/10/2014 14.00,S42.T039,S289.T15,13.477,6.239,9.692,29.723,14.782,16.474,33.652,44.728,42.969
21/10/2014 15.00,S42.T040,S289.T16,12.824,7.279,12.941,28.949,20.551,16.918,34.755,45.94,45.35
21/10/2014 16.00,S42.T041,S289.T17,14.004,16.528,13.588,28.022,21.519,17.036,40.971,46.288,46.221
21/10/2014 17.00,S42.T042,S289.T18,14.54,16.528,13.588,26.243,21.327,17.036,36.572,46.288,46.221
21/10/2014 18.00,S42.T043,S289.T19,14.61,16.528,13.588,25.676,21.202,17.036,33.864,46.288,46.221
21/10/2014 19.00,S42.T044,S289.T20,14.54,16.528,13.588,25.201,21.061,17.036,33.225,46.194,46.221
21/10/2014 20.00,S42.T045,S289.T21,14.54,16.528,13.588,24.196,21.061,17.036,33.225,45.94,46.221
21/10/2014 21.00,S42.T046,S289.T22,15.129,16.528,13.588,24.196,21.061,17.036,33.225,45.94,46.221
21/10/2014 22.00,S42.T047,S289.T23,23.605,16.528,13.588,24.196,21.061,17.036,33.225,45.94,46.221
21/10/2014 23.00,S42.T048,S289.T24,23.605,16.528,13.588,24.196,21.061,17.036,33.225,45.94,46.221
22/10/2014 00.00,S42.T049,S290.T01,23.052,32.613,5.459,22.772,15.62,5.031,31.984,45.641,45.644
22/10/2014 01.00,S42.T050,S290.T02,23.052,32.613,5.459,22.772,15.62,5.031,31.984,45.641,45.644
22/10/2014 02.00,S42.T051,S290.T03,23.052,32.613,5.459,22.772,15.62,5.031,31.984,45.641,45.644
22/10/2014 03.00,S42.T052,S290.T04,23.052,32.886,5.459,22.772,15.62,5.031,32.048,45.641,45.644
22/10/2014 04.00,S42.T053,S290.T05,23.786,32.898,5.459,22.772,15.62,5.031,32.584,45.641,45.644
22/10/2014 05.00,S42.T054,S290.T06,23.786,32.898,5.459,22.772,15.62,5.031,33.433,45.641,45.644
22/10/2014 06.00,S42.T055,S290.T07,25.451,30.941,4.572,22.772,15.006,4.905,35.347,46.02,44.665
22/10/2014 07.00,S42.T056,S290.T08,36.565,16.755,4.534,24.728,13.661,4.596,44.385,45.061,43.865
22/10/2014 08.00,S42.T057,S290.T09,30.353,14.864,3.703,24.417,8.84,3.696,33.686,43.252,42.638
22/10/2014 09.00,S42.T058,S290.T10,23.806,13.215,3.418,22.398,8.095,3.595,32.895,39.7,42.392
22/10/2014 10.00,S42.T059,S290.T11,23.155,12.966,3.418,22.77,7.097,3.412,32.905,40.52,42.392
22/10/2014 11.00,S42.T060,S290.T12,21.579,12.207,3.418,20.748,5.967,3.412,32.027,39.7,42.392
22/10/2014 12.00,S42.T061,S290.T13,21.579,12.207,3.449,20.89,5.967,3.458,32.027,39.7,42.392
22/10/2014 13.00,S42.T062,S290.T14,22.848,12.966,3.582,23.067,7.696,3.784,32.72,39.7,42.644
22/10/2014 14.00,S42.T063,S290.T15,24.544,14.699,3.823,25.556,11.26,3.927,32.72,39.7,42.657
22/10/2014 15.00,S42.T064,S290.T16,24.944,16.165,5.143,26.976,14.727,4.903,32.905,43.904,43.904
22/10/2014 16.00,S42.T065,S290.T17,33.272,32.898,5.459,28.462,16.257,5.031,40.297,46.02,45.644
22/10/2014 17.00,S42.T066,S290.T18,33.272,32.979,5.459,27.616,16.257,5.031,34.541,46.322,45.644
22/10/2014 18.00,S42.T067,S290.T19,33.05,32.979,5.459,27.349,16.257,5.031,33.882,45.777,45.644
22/10/2014 19.00,S42.T068,S290.T20,33.05,32.613,5.459,24.81,16.257,5.031,33.637,45.641,45.644
22/10/2014 20.00,S42.T069,S290.T21,33.05,32.613,5.459,24.226,16.257,5.031,32.865,45.641,45.644
22/10/2014 21.00,S42.T070,S290.T22,33.05,32.613,5.459,23.849,16.169,5.031,32.778,45.641,45.644
22/10/2014 22.00,S42.T071,S290.T23,33.05,32.613,5.459,23.278,16.05,5.031,32.758,45.641,45.644
22/10/2014 23.00,S42.T072,S290.T24,31.469,32.613,5.459,23.852,16.257,5.031,32.723,45.641,45.644
23/10/2014 00.00,S42.T073,S291.T01,31.175,26.048,17.718,24.968,28.153,17.551,33.536,47.635,47.071
23/10/2014 01.00,S42.T074,S291.T02,31.175,26.048,17.934,24.968,28.153,17.551,33.536,47.635,47.071
23/10/2014 02.00,S42.T075,S291.T03,31.175,26.048,17.934,24.968,28.153,17.551,33.536,47.635,47.071
23/10/2014 03.00,S42.T076,S291.T04,31.866,26.097,18.01,24.968,28.153,17.551,33.536,47.635,47.071
23/10/2014 04.00,S42.T077,S291.T05,33.352,26.205,18.014,24.968,28.37,17.551,33.619,47.635,47.071
23/10/2014 05.00,S42.T078,S291.T06,33.882,26.653,18.014,25.575,28.82,17.551,33.882,47.884,47.071
23/10/2014 06.00,S42.T079,S291.T07,34.788,27.457,17.218,34.551,28.296,17.019,35.038,48.166,46.821
23/10/2014 07.00,S42.T080,S291.T08,40.364,19.735,15.452,35.909,19.031,16.299,42.669,46.899,45.508
23/10/2014 08.00,S42.T081,S291.T09,33.987,14.642,14.627,32.735,13.603,15.366,33.012,43.921,43.702
23/10/2014 09.00,S42.T082,S291.T10,32.591,14.003,14.627,24.03,13.603,13.202,32.888,40.552,42.685
23/10/2014 10.00,S42.T083,S291.T11,25.165,14.003,15.521,24.101,13.639,13.202,32.537,40.552,42.031
23/10/2014 11.00,S42.T084,S291.T12,23.946,14.003,15.964,24.03,13.999,13.639,32.537,42.741,42.031
23/10/2014 12.00,S42.T085,S291.T13,24.664,14.003,16.21,24.095,14.026,15.843,32.537,44.123,42.685
23/10/2014 13.00,S42.T086,S291.T14,22.911,14.003,16.21,25.515,15.325,16.405,32.748,45.333,44.132
23/10/2014 14.00,S42.T087,S291.T15,22.911,14.003,16.624,28.712,15.381,16.546,32.905,45.333,44.718
23/10/2014 15.00,S42.T088,S291.T16,22.911,14.003,17.528,31.765,24.027,17.231,34.438,46.287,45.398
23/10/2014 16.00,S42.T089,S291.T17,24.418,13.625,17.528,30.749,27.765,17.551,42.232,47.635,47.071
23/10/2014 17.00,S42.T090,S291.T18,24.113,13.625,17.528,27.613,28.153,17.551,40.823,47.635,47.071
23/10/2014 18.00,S42.T091,S291.T19,23.728,13.625,17.528,29.971,28.153,17.551,34.009,47.635,47.071
23/10/2014 19.00,S42.T092,S291.T20,22.863,13.625,17.528,35.191,28.153,17.551,33.619,47.635,47.071
23/10/2014 20.00,S42.T093,S291.T21,22.683,13.625,17.528,33.35,28.153,17.551,33.619,47.635,47.071
23/10/2014 21.00,S42.T094,S291.T22,22.414,13.625,17.528,32.716,29.463,17.551,33.536,47.635,47.071
23/10/2014 22.00,S42.T095,S291.T23,22.414,13.625,17.528,33.637,29.463,17.551,34.107,47.635,47.071
23/10/2014 23.00,S42.T096,S291.T24,22.414,13.625,17.528,33.071,29.463,17.551,33.619,47.635,47.071
24/10/2014 00.00,S42.T097,S292.T01,22.577,3.739,3.793,34.475,47.088,48.85,33.864,46.246,46.5
24/10/2014 01.00,S42.T098,S292.T02,22.577,3.739,3.793,34.475,47.088,48.85,33.864,46.246,46.5
24/10/2014 02.00,S42.T099,S292.T03,22.577,3.739,3.793,34.475,47.088,48.85,33.864,46.246,46.5
24/10/2014 03.00,S42.T100,S292.T04,22.577,3.739,3.793,34.475,47.088,48.85,33.864,46.246,46.5
24/10/2014 04.00,S42.T101,S292.T05,22.577,3.739,3.793,34.475,47.088,48.85,33.864,46.246,46.5
24/10/2014 05.00,S42.T102,S292.T06,23.604,3.739,3.793,34.475,47.088,48.85,34.837,46.246,46.5
24/10/2014 06.00,S42.T103,S292.T07,24.599,3.739,3.67,42.73,47.088,48.532,39.149,48.014,46.345
24/10/2014 07.00,S42.T104,S292.T08,24.599,4.587,3.67,36.529,45.006,47.451,43.154,46.404,45.695
24/10/2014 08.00,S42.T105,S292.T09,25.61,5.236,3.67,32.905,42.722,44.761,33.456,44.718,44.636
24/10/2014 09.00,S42.T106,S292.T10,28.018,3.739,3.508,32.565,42.141,44.761,32.905,43.582,43.061
24/10/2014 10.00,S42.T107,S292.T11,27.345,3.817,3.508,32.565,43.616,44.847,32.787,40.123,42.174
24/10/2014 11.00,S42.T108,S292.T12,27.704,3.839,3.508,32.565,44.387,47.081,32.072,40.411,42.174
24/10/2014 12.00,S42.T109,S292.T13,27.02,3.769,3.522,32.905,44.451,47.79,32.072,44.346,43.164
24/10/2014 13.00,S42.T110,S292.T14,24.599,3.767,3.679,34.475,45.439,48.225,32.64,45.091,44.641
24/10/2014 14.00,S42.T111,S292.T15,24.067,3.739,3.793,34.56,46.023,48.535,32.905,45.351,45.405
24/10/2014 15.00,S42.T112,S292.T16,24.554,3.739,3.793,35.9,47.088,48.85,33.864,46.453,46.104
24/10/2014 16.00,S42.T113,S292.T17,27.348,3.739,3.793,41.975,48.087,48.85,45.544,46.453,46.5
24/10/2014 17.00,S42.T114,S292.T18,24.656,3.739,3.793,38.214,47.088,48.85,36.696,46.453,46.5
24/10/2014 18.00,S42.T115,S292.T19,31.311,3.739,3.793,37.5,47.088,48.85,33.864,46.276,46.5
24/10/2014 19.00,S42.T116,S292.T20,30.235,3.739,3.793,37.5,47.088,48.85,33.691,46.246,46.5
24/10/2014 20.00,S42.T117,S292.T21,25.027,3.739,3.793,36.168,47.088,48.85,33.691,46.246,46.5
24/10/2014 21.00,S42.T118,S292.T22,24.047,3.739,3.793,34.788,47.088,48.85,33.691,46.246,46.5
24/10/2014 22.00,S42.T119,S292.T23,22.577,3.739,3.793,34.475,47.088,48.85,33.691,46.246,46.5
24/10/2014 23.00,S42.T120,S292.T24,22.577,3.739,3.793,34.475,47.088,48.85,36.914,46.246,46.5
25/10/2014 00.00,S42.T121,S293.T01,13.452,3.877,4.451,33.473,45.757,48.168,56.886,54.261,53.145
25/10/2014 01.00,S42.T122,S293.T02,13.452,3.877,4.451,33.473,45.757,48.168,56.886,54.261,53.145
25/10/2014 02.00,S42.T123,S293.T03,13.452,3.877,4.451,33.473,45.757,48.168,57.318,54.261,53.145
25/10/2014 03.00,S42.T124,S293.T04,13.452,3.877,4.451,33.324,45.757,48.168,57.318,54.261,53.145
25/10/2014 04.00,S42.T125,S293.T05,13.382,3.877,4.451,33.324,45.757,48.168,58.146,54.261,53.145
25/10/2014 05.00,S42.T126,S293.T06,13.517,3.877,4.451,33.324,45.757,48.168,58.146,54.503,53.145
25/10/2014 06.00,S42.T127,S293.T07,25.174,3.923,4.665,37.461,45.757,48.168,58.146,54.503,53.145
25/10/2014 07.00,S42.T128,S293.T08,32.943,3.923,4.451,33.324,44.624,47.478,58.146,52.707,49.945
25/10/2014 08.00,S42.T129,S293.T09,26.193,3.923,4.223,30.757,41.962,45.576,37.697,49.658,45.561
25/10/2014 09.00,S42.T130,S293.T10,14.149,3.923,3.966,29.151,42.144,44.37,33.965,48.265,42.619
25/10/2014 10.00,S42.T131,S293.T11,27.245,4.021,3.966,28.195,42.144,44.37,32.187,48.265,42.619
25/10/2014 11.00,S42.T132,S293.T12,31.574,4.24,3.966,29.432,42.823,44.37,32.187,48.265,42.619
25/10/2014 12.00,S42.T133,S293.T13,31.574,4.23,4.021,29.432,43.37,45.029,32.187,48.682,42.755
25/10/2014 13.00,S42.T134,S293.T14,31.574,4.078,4.05,30.43,44.417,46.733,32.905,49.067,44.718
25/10/2014 14.00,S42.T135,S293.T15,33.052,5.341,4.247,32.36,45.474,47.449,38.602,51.469,45.803
25/10/2014 15.00,S42.T136,S293.T16,33.864,5.341,4.451,36.038,46.621,48.168,60.767,54.503,53.145
25/10/2014 16.00,S42.T137,S293.T17,33.222,5.341,4.665,43.095,47.412,48.168,82.729,58.749,53.145
25/10/2014 17.00,S42.T138,S293.T18,15.724,5.341,4.665,41.542,47.314,48.168,82.933,58.757,53.145
25/10/2014 18.00,S42.T139,S293.T19,13.959,3.891,4.665,37.33,47.314,48.168,82.933,57.117,53.145
25/10/2014 19.00,S42.T140,S293.T20,13.517,3.891,4.451,36.645,47.412,48.168,82.728,55.938,53.145
25/10/2014 20.00,S42.T141,S293.T21,13.382,3.877,4.451,35.896,47.313,48.168,65.018,54.795,53.145
25/10/2014 21.00,S42.T142,S293.T22,13.382,3.877,4.451,34.821,46.857,48.168,61.138,54.795,53.145
25/10/2014 22.00,S42.T143,S293.T23,13.382,3.877,4.451,34.439,46.621,48.168,59.812,54.795,53.145
25/10/2014 23.00,S42.T144,S293.T24,13.382,3.877,4.451,34.196,46.621,48.168,60.121,54.795,53.145
26/10/2014 00.00,S42.T145,S294.T01,12.318,3.688,3.747,34.526,48.26,53.848,57.878,53.783,49.048
26/10/2014 01.00,S42.T146,S294.T02,12.318,3.688,3.747,34.526,48.26,53.848,57.878,53.783,49.048
26/10/2014 02.00,S42.T147,S294.T03,12.318,3.688,3.747,34.526,48.26,53.848,57.878,53.783,49.048
26/10/2014 03.00,S42.T148,S294.T04,12.318,3.688,3.747,34.526,48.26,53.848,57.878,53.783,49.048
26/10/2014 04.00,S42.T149,S294.T05,12.318,3.688,3.747,34.526,48.26,53.848,57.878,53.783,49.048
26/10/2014 05.00,S42.T150,S294.T06,12.318,3.688,3.747,34.526,48.26,53.848,58.021,53.783,49.048
26/10/2014 06.00,S42.T151,S294.T07,12.318,3.688,3.747,35.069,48.26,53.848,64.874,53.783,49.048
26/10/2014 07.00,S42.T152,S294.T08,12.318,3.688,3.747,34.526,48.26,53.848,58.519,53.783,49.048
26/10/2014 08.00,S42.T153,S294.T09,12.318,3.529,3.607,34.316,47.498,52.949,41.456,50.36,32.99
26/10/2014 09.00,S42.T154,S294.T10,9.551,2.08,3.204,33.679,45.632,50.814,37.047,48.236,31.132
