MTU (CET/CEST),2023,2022,2021
20.06.2023 13:00 - 20.06.2023 14:00,0.016687737,0.077160494,0.189798658
20.06.2023 14:00 - 20.06.2023 15:00,0.021744627,0.101337449,0.221744966
20.06.2023 15:00 - 20.06.2023 16:00,0.028824273,0.122942387,0.239463087
20.06.2023 16:00 - 20.06.2023 17:00,0.03539823,0.14840535,0.256107383
20.06.2023 17:00 - 20.06.2023 18:00,0.041719343,0.169238683,0.262818792
20.06.2023 18:00 - 20.06.2023 19:00,0.051074589,0.190072016,0.272214765
20.06.2023 19:00 - 20.06.2023 20:00,0.057142857,0.199331276,0.277315436
20.06.2023 20:00 - 20.06.2023 21:00,0.061188369,0.183899177,0.24295302
20.06.2023 21:00 - 20.06.2023 22:00,0.066498104,0.173353909,0.233288591
20.06.2023 22:00 - 20.06.2023 23:00,0.080657396,0.190072016,0.214228188
20.06.2023 23:00 - 21.06.2023 00:00,0.093299621,0.217335391,0.186040268
21.06.2023 00:00 - 21.06.2023 01:00,0.111757269,0.218878601,0.225503356
21.06.2023 01:00 - 21.06.2023 02:00,0.120859671,0.233796296,0.200536913
21.06.2023 02:00 - 21.06.2023 03:00,0.117825537,0.267489712,0.18147651
21.06.2023 03:00 - 21.06.2023 04:00,0.099873578,0.293209877,0.163221477
21.06.2023 04:00 - 21.06.2023 05:00,0.086472819,0.314300412,0.139060403
21.06.2023 05:00 - 21.06.2023 06:00,0.082174463,0.323045267,0.10442953
21.06.2023 06:00 - 21.06.2023 07:00,0.073072061,0.296553498,0.099328859
21.06.2023 07:00 - 21.06.2023 08:00,0.062705436,0.275205761,0.117315436
21.06.2023 08:00 - 21.06.2023 09:00,0.059671302,0.277263374,0.142013423
21.06.2023 09:00 - 21.06.2023 10:00,0.083185841,0.247685185,0.137181208
21.06.2023 10:00 - 21.06.2023 11:00,0.120353982,0.21399177,0.136912752
21.06.2023 11:00 - 21.06.2023 12:00,0.163084703,0.207304527,0.136644295
21.06.2023 12:00 - 21.06.2023 13:00,0.194437421,0.222993827,0.137449664
21.06.2023 13:00 - 21.06.2023 14:00,0.239696587,0.239969136,0.137986577
21.06.2023 14:00 - 21.06.2023 15:00,0.285714286,0.254886831,0.137181208
21.06.2023 15:00 - 21.06.2023 16:00,0.323893805,0.258487654,0.143624161
21.06.2023 16:00 - 21.06.2023 17:00,0.337547408,0.254372428,0.146845638
21.06.2023 17:00 - 21.06.2023 18:00,0.330467762,0.244341564,0.152214765
21.06.2023 18:00 - 21.06.2023 19:00,0.292035398,0.221707819,0.129127517
21.06.2023 19:00 - 21.06.2023 20:00,0.231858407,0.199331276,0.113288591
21.06.2023 20:00 - 21.06.2023 21:00,0.192414665,0.161265432,0.105771812
21.06.2023 21:00 - 21.06.2023 22:00,0.16460177,0.132201646,0.10442953
21.06.2023 22:00 - 21.06.2023 23:00,0.150948167,0.126286008,0.096107383
21.06.2023 23:00 - 22.06.2023 00:00,0.148925411,0.130401235,0.097986577
22.06.2023 00:00 - 22.06.2023 01:00,0.181542351,0.160751029,0.185771812
22.06.2023 01:00 - 22.06.2023 02:00,0.173198483,0.162808642,0.185503356
22.06.2023 02:00 - 22.06.2023 03:00,0.172439949,0.161779835,0.180134228
22.06.2023 03:00 - 22.06.2023 04:00,0.167635904,0.150205761,0.175302013
22.06.2023 04:00 - 22.06.2023 05:00,0.156257901,0.142746914,0.168053691
22.06.2023 05:00 - 22.06.2023 06:00,0.133754741,0.149176955,0.158657718
22.06.2023 06:00 - 22.06.2023 07:00,0.102149178,0.158436214,0.171543624
22.06.2023 07:00 - 22.06.2023 08:00,0.081668774,0.16409465,0.19033557
22.06.2023 08:00 - 22.06.2023 09:00,0.072060683,0.173868313,0.197852349
22.06.2023 09:00 - 22.06.2023 10:00,0.081163085,0.171039095,0.166979866
22.06.2023 10:00 - 22.06.2023 11:00,0.093299621,0.177211934,0.159194631
22.06.2023 11:00 - 22.06.2023 12:00,0.099367889,0.188528807,0.152751678
22.06.2023 12:00 - 22.06.2023 13:00,0.104677623,0.202674897,0.14442953
22.06.2023 13:00 - 22.06.2023 14:00,0.11403287,0.220164609,0.140402685
22.06.2023 14:00 - 22.06.2023 15:00,0.125410872,0.234053498,0.135838926
22.06.2023 15:00 - 22.06.2023 16:00,0.130973451,0.230967078,0.131006711
22.06.2023 16:00 - 22.06.2023 17:00,0.137547408,0.239197531,0.126442953
22.06.2023 17:00 - 22.06.2023 18:00,0.140834387,0.250514403,0.126711409
22.06.2023 18:00 - 22.06.2023 19:00,0.14437421,0.248713992,0.105503356
22.06.2023 19:00 - 22.06.2023 20:00,0.142857143,0.242283951,0.089127517
22.06.2023 20:00 - 22.06.2023 21:00,0.143362832,0.2031893,0.074362416
22.06.2023 21:00 - 22.06.2023 22:00,0.148166877,0.158693416,0.070872483
22.06.2023 22:00 - 22.06.2023 23:00,0.161314791,0.135545267,0.07114094
22.06.2023 23:00 - 23.06.2023 00:00,0.15954488,0.126286008,0.07033557
23.06.2023 00:00 - 23.06.2023 01:00,0.121618205,0.113940329,0.070604027
23.06.2023 01:00 - 23.06.2023 02:00,0.117067004,0.096707819,0.066308725
23.06.2023 02:00 - 23.06.2023 03:00,0.121618205,0.088477366,0.069261745
23.06.2023 03:00 - 23.06.2023 04:00,0.127939317,0.079475309,0.071409396
23.06.2023 04:00 - 23.06.2023 05:00,0.138558786,0.073302469,0.073557047
23.06.2023 05:00 - 23.06.2023 06:00,0.145638432,0.070987654,0.065503356
23.06.2023 06:00 - 23.06.2023 07:00,0.132237674,0.063528807,0.051006711
23.06.2023 07:00 - 23.06.2023 08:00,0.118078382,0.055041152,0.038926174
23.06.2023 08:00 - 23.06.2023 09:00,0.111757269,0.05787037,0.040536913
23.06.2023 09:00 - 23.06.2023 10:00,0.130973451,0.057098765,0.036510067
23.06.2023 10:00 - 23.06.2023 11:00,0.157016435,0.056841564,0.042147651
23.06.2023 11:00 - 23.06.2023 12:00,0.18710493,0.053755144,0.048590604
23.06.2023 12:00 - 23.06.2023 13:00,0.202022756,0.049897119,0.060402685
23.06.2023 13:00 - 23.06.2023 14:00,0.224273072,0.047067901,0.07409396
23.06.2023 14:00 - 23.06.2023 15:00,0.242477876,0.0468107,0.085369128
23.06.2023 15:00 - 23.06.2023 16:00,0.247787611,0.044753086,0.094228188
23.06.2023 16:00 - 23.06.2023 17:00,0.251580278,0.04218107,0.104966443
23.06.2023 17:00 - 23.06.2023 18:00,0.25840708,0.03755144,0.115436242
23.06.2023 18:00 - 23.06.2023 19:00,0.268773704,0.035751029,0.11033557
23.06.2023 19:00 - 23.06.2023 20:00,0.266498104,0.041409465,0.107114094
23.06.2023 20:00 - 23.06.2023 21:00,0.259671302,0.048868313,0.092348993
23.06.2023 21:00 - 23.06.2023 22:00,0.237926675,0.06558642,0.097449664
23.06.2023 22:00 - 23.06.2023 23:00,0.229835651,0.095421811,0.109530201
23.06.2023 23:00 - 24.06.2023 00:00,0.225790139,0.12808642,0.118120805
24.06.2023 00:00 - 24.06.2023 01:00,0.277117573,0.172582305,0.070604027
24.06.2023 01:00 - 24.06.2023 02:00,0.272313527,0.198816872,0.075436242
24.06.2023 02:00 - 24.06.2023 03:00,0.262199747,0.241255144,0.081073826
24.06.2023 03:00 - 24.06.2023 04:00,0.248040455,0.242798354,0.077852349
24.06.2023 04:00 - 24.06.2023 05:00,0.229582807,0.239969136,0.075436242
24.06.2023 05:00 - 24.06.2023 06:00,0.205815424,0.238168724,0.064966443
24.06.2023 06:00 - 24.06.2023 07:00,0.174209861,0.226080247,0.054496644
24.06.2023 07:00 - 24.06.2023 08:00,0.152465234,0.212191358,0.047785235
24.06.2023 08:00 - 24.06.2023 09:00,0.14664981,0.220164609,0.047248322
24.06.2023 09:00 - 24.06.2023 10:00,0.17193426,0.234567901,0.040805369
24.06.2023 10:00 - 24.06.2023 11:00,0.188116308,0.25,0.047516779
24.06.2023 11:00 - 24.06.2023 12:00,0.198735777,0.279835391,0.057718121
24.06.2023 12:00 - 24.06.2023 13:00,0.209860936,0.339506173,0.068993289
24.06.2023 13:00 - 24.06.2023 14:00,0.213400759,0.397890947,0.084832215
24.06.2023 14:00 - 24.06.2023 15:00,0.211630847,0.43595679,0.091006711
24.06.2023 15:00 - 24.06.2023 16:00,0.196460177,0.455504115,0.091275168
24.06.2023 16:00 - 24.06.2023 17:00,0.174209861,0.471193416,0.095033557
24.06.2023 17:00 - 24.06.2023 18:00,0.151201011,0.488168724,0.094228188
24.06.2023 18:00 - 24.06.2023 19:00,0.131984829,0.49382716,0.078926174
24.06.2023 19:00 - 24.06.2023 20:00,0.110998736,0.489969136,0.071409396
24.06.2023 20:00 - 24.06.2023 21:00,0.090771176,0.43441358,0.061744966
24.06.2023 21:00 - 24.06.2023 22:00,0.071302149,0.367026749,0.055033557
24.06.2023 22:00 - 24.06.2023 23:00,0.059165613,0.324074074,0.052080537
24.06.2023 23:00 - 25.06.2023 00:00,0.055120101,0.288837449,0.050201342
25.06.2023 00:00 - 25.06.2023 01:00,0.028318584,0.10776749,0.056107383
25.06.2023 01:00 - 25.06.2023 02:00,0.025031606,0.092849794,0.06147651
25.06.2023 02:00 - 25.06.2023 03:00,0.019216182,0.08744856,0.065234899
25.06.2023 03:00 - 25.06.2023 04:00,0.012136536,0.073045267,0.060402685
25.06.2023 04:00 - 25.06.2023 05:00,0.01011378,0.057098765,0.051006711
25.06.2023 05:00 - 25.06.2023 06:00,0.010872314,0.043209877,0.040268456
25.06.2023 06:00 - 25.06.2023 07:00,0.009355247,0.030864198,0.037315436
25.06.2023 07:00 - 25.06.2023 08:00,0.008091024,0.02649177,0.037315436
25.06.2023 08:00 - 25.06.2023 09:00,0.008343869,0.028292181,0.043221477
25.06.2023 09:00 - 25.06.2023 10:00,0.009860936,0.027006173,0.044295302
25.06.2023 10:00 - 25.06.2023 11:00,0.011125158,0.027777778,0.054765101
25.06.2023 11:00 - 25.06.2023 12:00,0.012136536,0.030092593,0.05852349
25.06.2023 12:00 - 25.06.2023 13:00,0.012389381,0.031635802,0.056912752
25.06.2023 13:00 - 25.06.2023 14:00,0.014159292,0.034207819,0.058255034
25.06.2023 14:00 - 25.06.2023 15:00,0.016182048,0.037808642,0.061744966
25.06.2023 15:00 - 25.06.2023 16:00,0.017193426,0.037037037,0.064966443
25.06.2023 16:00 - 25.06.2023 17:00,0.017699115,0.037808642,0.06738255
25.06.2023 17:00 - 25.06.2023 18:00,0.01795196,0.034722222,0.06442953
25.06.2023 18:00 - 25.06.2023 19:00,0.02022756,0.028292181,0.049127517
25.06.2023 19:00 - 25.06.2023 20:00,0.023767383,0.023662551,0.037852349
25.06.2023 20:00 - 25.06.2023 21:00,0.026042984,0.019547325,0.030604027
25.06.2023 21:00 - 25.06.2023 22:00,0.030847029,0.018518519,0.030872483
25.06.2023 22:00 - 25.06.2023 23:00,0.043489254,0.019032922,0.036510067
25.06.2023 23:00 - 26.06.2023 00:00,0.065486726,0.019547325,0.041342282
26.06.2023 00:00 - 26.06.2023 01:00,0.122629583,0.031378601,0.023355705
26.06.2023 01:00 - 26.06.2023 02:00,0.158533502,0.042952675,0.027114094
26.06.2023 02:00 - 26.06.2023 03:00,0.184070796,0.063528807,0.033825503
26.06.2023 03:00 - 26.06.2023 04:00,0.203792668,0.08127572,0.039194631
26.06.2023 04:00 - 26.06.2023 05:00,0.214159292,0.095421811,0.043221477
26.06.2023 05:00 - 26.06.2023 06:00,0.218963338,0.105709877,0.04
26.06.2023 06:00 - 26.06.2023 07:00,0.208091024,0.110853909,0.035973154
26.06.2023 07:00 - 26.06.2023 08:00,0.187357775,0.114711934,0.034899329
26.06.2023 08:00 - 26.06.2023 09:00,0.169911504,0.132458848,0.041073826
26.06.2023 09:00 - 26.06.2023 10:00,0.181795196,0.166409465,0.042147651
26.06.2023 10:00 - 26.06.2023 11:00,0.189127686,0.19367284,0.053422819
26.06.2023 11:00 - 26.06.2023 12:00,0.190644753,0.204989712,0.066845638
26.06.2023 12:00 - 26.06.2023 13:00,0.195448799,0.187242798,0.081879195
26.06.2023 13:00 - 26.06.2023 14:00,0.222756005,0.176440329,0.097718121
26.06.2023 14:00 - 26.06.2023 15:00,0.263211125,0.16563786,0.112214765
26.06.2023 15:00 - 26.06.2023 16:00,0.308217446,0.148662551,0.127785235
26.06.2023 16:00 - 26.06.2023 17:00,0.354740834,0.139403292,0.136375839
26.06.2023 17:00 - 26.06.2023 18:00,0.404045512,0.122427984,0.135033557
26.06.2023 18:00 - 26.06.2023 19:00,0.4505689,0.095936214,0.113288591
26.06.2023 19:00 - 26.06.2023 20:00,0.456384324,0.073559671,0.099865772
26.06.2023 20:00 - 26.06.2023 21:00,0.46573957,0.053240741,0.083758389
26.06.2023 21:00 - 26.06.2023 22:00,0.476864728,0.038065844,0.076510067
26.06.2023 22:00 - 26.06.2023 23:00,0.498356511,0.030864198,0.08
26.06.2023 23:00 - 27.06.2023 00:00,0.510998736,0.026748971,0.090738255
27.06.2023 00:00 - 27.06.2023 01:00,0.516814159,0.029835391,0.102818792
27.06.2023 01:00 - 27.06.2023 02:00,0.494058154,0.032150206,0.112751678
27.06.2023 02:00 - 27.06.2023 03:00,0.494816688,0.041923868,0.135838926
27.06.2023 03:00 - 27.06.2023 04:00,0.500884956,0.051697531,0.146040268
27.06.2023 04:00 - 27.06.2023 05:00,0.521618205,0.054783951,0.14442953
27.06.2023 05:00 - 27.06.2023 06:00,0.532490518,0.058899177,0.132348993
27.06.2023 06:00 - 27.06.2023 07:00,0.506700379,0.063014403,0.131812081
27.06.2023 07:00 - 27.06.2023 08:00,0.481921618,0.073045267,0.137986577
27.06.2023 08:00 - 27.06.2023 09:00,0.469026549,0.099537037,0.155973154
27.06.2023 09:00 - 27.06.2023 10:00,0.535018963,0.127057613,0.151946309
27.06.2023 10:00 - 27.06.2023 11:00,0.580278129,0.158436214,0.16966443
27.06.2023 11:00 - 27.06.2023 12:00,0.577749684,0.161522634,0.187114094
27.06.2023 12:00 - 27.06.2023 13:00,0.622503161,0.151234568,0.199731544
27.06.2023 13:00 - 27.06.2023 14:00,0.615929204,0.123199588,0.212348993
27.06.2023 14:00 - 27.06.2023 15:00,0.615423515,0.105452675,0.216107383
27.06.2023 15:00 - 27.06.2023 16:00,0.615929204,0.093878601,0.215838926
27.06.2023 16:00 - 27.06.2023 17:00,0.613400759,0.090020576,0.220134228
27.06.2023 17:00 - 27.06.2023 18:00,0.610872314,0.088734568,0.220939597
27.06.2023 18:00 - 27.06.2023 19:00,0.57699115,0.096965021,0.187651007
27.06.2023 19:00 - 27.06.2023 20:00,0.506700379,0.098251029,0.162147651
27.06.2023 20:00 - 27.06.2023 21:00,0.468773704,0.084619342,0.137181208
27.06.2023 21:00 - 27.06.2023 22:00,0.436156764,0.069187243,0.127785235
27.06.2023 22:00 - 27.06.2023 23:00,0.403792668,0.063014403,0.132348993
27.06.2023 23:00 - 28.06.2023 00:00,0.363590392,0.066358025,0.140402685
28.06.2023 00:00 - 28.06.2023 01:00,0.290012642,0.132458848,0.106577181
28.06.2023 01:00 - 28.06.2023 02:00,0.253855879,0.116255144,0.108993289
28.06.2023 02:00 - 28.06.2023 03:00,0.231605563,0.118312757,0.115167785
28.06.2023 03:00 - 28.06.2023 04:00,0.215929204,0.128858025,0.112751678
28.06.2023 04:00 - 28.06.2023 05:00,0.200252845,0.137860082,0.118657718
28.06.2023 05:00 - 28.06.2023 06:00,0.178255373,0.132716049,0.119194631
28.06.2023 06:00 - 28.06.2023 07:00,0.150948167,0.116255144,0.11409396
28.06.2023 07:00 - 28.06.2023 08:00,0.127686473,0.104166667,0.112214765
28.06.2023 08:00 - 28.06.2023 09:00,0.104930468,0.109567901,0.125369128
28.06.2023 09:00 - 28.06.2023 10:00,0.095828066,0.122942387,0.124832215
28.06.2023 10:00 - 28.06.2023 11:00,0.085461441,0.132458848,0.143087248
28.06.2023 11:00 - 28.06.2023 12:00,0.081668774,0.133487654,0.141744966
28.06.2023 12:00 - 28.06.2023 13:00,0.075347661,0.130915638,0.134228188
28.06.2023 13:00 - 28.06.2023 14:00,0.079898862,0.120627572,0.12966443
28.06.2023 14:00 - 28.06.2023 15:00,0.085461441,0.110082305,0.121342282
28.06.2023 15:00 - 28.06.2023 16:00,0.090265487,0.094135802,0.114362416
28.06.2023 16:00 - 28.06.2023 17:00,0.092793932,0.076903292,0.106845638
28.06.2023 17:00 - 28.06.2023 18:00,0.091782554,0.057355967,0.102550336
28.06.2023 18:00 - 28.06.2023 19:00,0.086978508,0.039866255,0.085637584
28.06.2023 19:00 - 28.06.2023 20:00,0.077370417,0.027520576,0.07409396
28.06.2023 20:00 - 28.06.2023 21:00,0.068268015,0.017489712,0.060939597
28.06.2023 21:00 - 28.06.2023 22:00,0.055878635,0.012345679,0.059328859
28.06.2023 22:00 - 28.06.2023 23:00,0.047787611,0.011059671,0.066040268
28.06.2023 23:00 - 29.06.2023 00:00,0.045006321,0.010545267,0.068456376
29.06.2023 00:00 - 29.06.2023 01:00,0.05335019,0.002572016,0.063892617
29.06.2023 01:00 - 29.06.2023 02:00,0.050316056,0.004886831,0.064161074
29.06.2023 02:00 - 29.06.2023 03:00,0.051327434,0.011316872,0.06738255
29.06.2023 03:00 - 29.06.2023 04:00,0.051833123,0.018261317,0.068187919
29.06.2023 04:00 - 29.06.2023 05:00,0.052338812,0.026748971,0.069530201
29.06.2023 05:00 - 29.06.2023 06:00,0.052338812,0.034979424,0.066308725
29.06.2023 06:00 - 29.06.2023 07:00,0.052085967,0.04063786,0.063892617
29.06.2023 07:00 - 29.06.2023 08:00,0.050316056,0.04063786,0.062281879
29.06.2023 08:00 - 29.06.2023 09:00,0.044500632,0.036265432,0.067651007
29.06.2023 09:00 - 29.06.2023 10:00,0.042730721,0.034979424,0.064161074
29.06.2023 10:00 - 29.06.2023 11:00,0.042983565,0.034722222,0.07033557
29.06.2023 11:00 - 29.06.2023 12:00,0.049557522,0.035751029,0.070872483
29.06.2023 12:00 - 29.06.2023 13:00,0.059418458,0.041152263,0.068993289
29.06.2023 13:00 - 29.06.2023 14:00,0.075600506,0.050411523,0.068456376
29.06.2023 14:00 - 29.06.2023 15:00,0.087737042,0.063271605,0.066040268
29.06.2023 15:00 - 29.06.2023 16:00,0.094310999,0.072273663,0.063892617
29.06.2023 16:00 - 29.06.2023 17:00,0.0988622,0.079989712,0.06738255
29.06.2023 17:00 - 29.06.2023 18:00,0.096839444,0.088220165,0.070872483
29.06.2023 18:00 - 29.06.2023 19:00,0.092288243,0.088477366,0.067919463
29.06.2023 19:00 - 29.06.2023 20:00,0.083944374,0.087191358,0.069530201
29.06.2023 20:00 - 29.06.2023 21:00,0.084955752,0.083076132,0.064161074
29.06.2023 21:00 - 29.06.2023 22:00,0.089001264,0.085390947,0.060671141
29.06.2023 22:00 - 29.06.2023 23:00,0.096586599,0.093364198,0.06147651
29.06.2023 23:00 - 30.06.2023 00:00,0.102654867,0.103909465,0.061208054
30.06.2023 00:00 - 30.06.2023 01:00,0.184576485,0.14223251,0
30.06.2023 01:00 - 30.06.2023 02:00,0.210872314,0.130144033,0
30.06.2023 02:00 - 30.06.2023 03:00,0.246523388,0.133230453,0
30.06.2023 03:00 - 30.06.2023 04:00,0.281921618,0.132458848,0
30.06.2023 04:00 - 30.06.2023 05:00,0.307458913,0.122427984,0
30.06.2023 05:00 - 30.06.2023 06:00,0.326169406,0.107510288,0
30.06.2023 06:00 - 30.06.2023 07:00,0.31908976,0.09850823,0
30.06.2023 07:00 - 30.06.2023 08:00,0.300632111,0.08744856,0
30.06.2023 08:00 - 30.06.2023 09:00,0.283185841,0.07973251,0
30.06.2023 09:00 - 30.06.2023 10:00,0.313274336,0.079218107,0
30.06.2023 10:00 - 30.06.2023 11:00,0.328192162,0.077160494,0
30.06.2023 11:00 - 30.06.2023 12:00,0.314791403,0.072273663,0
30.06.2023 12:00 - 30.06.2023 13:00,0.338305942,0.067901235,0
30.06.2023 13:00 - 30.06.2023 14:00,0.33931732,0.062242798,0
30.06.2023 14:00 - 30.06.2023 15:00,0.33931732,0.064557613,0
30.06.2023 15:00 - 30.06.2023 16:00,0.332490518,0.072530864,0
30.06.2023 16:00 - 30.06.2023 17:00,0.328445006,0.082047325,0
30.06.2023 17:00 - 30.06.2023 18:00,0.31403287,0.083333333,0
30.06.2023 18:00 - 30.06.2023 19:00,0.279646018,0.079475309,0
30.06.2023 19:00 - 30.06.2023 20:00,0.234639697,0.078446502,0
30.06.2023 20:00 - 30.06.2023 21:00,0.201264223,0.075102881,0
30.06.2023 21:00 - 30.06.2023 22:00,0.165613148,0.076388889,0
30.06.2023 22:00 - 30.06.2023 23:00,0.133249052,0.087705761,0
30.06.2023 23:00 - 01.07.2023 00:00,0.11630847,0.095164609,0
01.07.2023 00:00 - 01.07.2023 01:00,0.113527181,0.112139918,0.167785235
01.07.2023 01:00 - 01.07.2023 02:00,0.114285714,0.113168724,0.186308725
01.07.2023 02:00 - 01.07.2023 03:00,0.122376738,0.12808642,0.211006711
01.07.2023 03:00 - 01.07.2023 04:00,0.133754741,0.130144033,0.231946309
01.07.2023 04:00 - 01.07.2023 05:00,0.143109987,0.131944444,0.256375839
01.07.2023 05:00 - 01.07.2023 06:00,0.146902655,0.128343621,0.263624161
01.07.2023 06:00 - 01.07.2023 07:00,0.147661188,0.119084362,0.26738255
01.07.2023 07:00 - 01.07.2023 08:00,0.158533502,0.10313786,0.28295302
01.07.2023 08:00 - 01.07.2023 09:00,0.175474083,0.10313786,0.33261745
01.07.2023 09:00 - 01.07.2023 10:00,0.218204804,0.118312757,0.352483221
01.07.2023 10:00 - 01.07.2023 11:00,0.2505689,0.139660494,0.388456376
01.07.2023 11:00 - 01.07.2023 12:00,0.255878635,0.163580247,0.414228188
01.07.2023 12:00 - 01.07.2023 13:00,0.259418458,0.202674897,0.41261745
01.07.2023 13:00 - 01.07.2023 14:00,0.248798989,0.250771605,0.406979866
01.07.2023 14:00 - 01.07.2023 15:00,0.248546144,0.271347737,0.399194631
01.07.2023 15:00 - 01.07.2023 16:00,0.251074589,0.27186214,0.387651007
01.07.2023 16:00 - 01.07.2023 17:00,0.26068268,0.262860082,0.357852349
01.07.2023 17:00 - 01.07.2023 18:00,0.27079646,0.241512346,0.340402685
01.07.2023 18:00 - 01.07.2023 19:00,0.272313527,0.218106996,0.300134228
01.07.2023 19:00 - 01.07.2023 20:00,0.263211125,0.199845679,0.271677852
01.07.2023 20:00 - 01.07.2023 21:00,0.270037927,0.171296296,0.238389262
01.07.2023 21:00 - 01.07.2023 22:00,0.286219975,0.145833333,0.224697987
01.07.2023 22:00 - 01.07.2023 23:00,0.299367889,0.141460905,0.217718121
01.07.2023 23:00 - 02.07.2023 00:00,0.315802781,0.147376543,0.208053691
02.07.2023 00:00 - 02.07.2023 01:00,0.420733249,0.145061728,0.108456376
02.07.2023 01:00 - 02.07.2023 02:00,0.432616941,0.151748971,0.094496644
02.07.2023 02:00 - 02.07.2023 03:00,0.437673831,0.154320988,0.086174497
02.07.2023 03:00 - 02.07.2023 04:00,0.429582807,0.147376543,0.074899329
02.07.2023 04:00 - 02.07.2023 05:00,0.414664981,0.141975309,0.06147651
02.07.2023 05:00 - 02.07.2023 06:00,0.399241466,0.143261317,0.050201342
02.07.2023 06:00 - 02.07.2023 07:00,0.387357775,0.14531893,0.04590604
02.07.2023 07:00 - 02.07.2023 08:00,0.367130215,0.153549383,0.042147651
02.07.2023 08:00 - 02.07.2023 09:00,0.344627054,0.187757202,0.041610738
02.07.2023 09:00 - 02.07.2023 10:00,0.368900126,0.228909465,0.038389262
02.07.2023 10:00 - 02.07.2023 11:00,0.399747155,0.250771605,0.044026846
02.07.2023 11:00 - 02.07.2023 12:00,0.385335019,0.271604938,0.053422819
02.07.2023 12:00 - 02.07.2023 13:00,0.418710493,0.300925926,0.060134228
02.07.2023 13:00 - 02.07.2023 14:00,0.412642225,0.3125,0.070067114
02.07.2023 14:00 - 02.07.2023 15:00,0.408091024,0.311213992,0.075704698
02.07.2023 15:00 - 02.07.2023 16:00,0.403286979,0.298096708,0.077852349
